player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Tyler Eifert,7802,TE,CIN,16,8.7,0,69.4,55.6,10,18,0,8.5,4,24,7,0,60.5,78.5,65.7,79.6,65.8,25.5,105,2,27,7.1,29,411,0,43,86.6,356,51.1,210,91.9,62,3,22.6,93,436,113,2.6,10.1,1.22
Adam Thielen,8288,WR,MIN,12,13.8,2,67.7,37.5,3,8,1,6.7,3,27,18,1,59.9,35.4,75.4,,78.3,0.0,0,1,44,0.0,0,309,4,42,92.9,287,30.7,95,124.2,62,6,68.9,213,597,144,3.4,14.2,2.08
Albert Wilson,8943,WR,MIA,13,5.4,12,70.5,25.0,1,4,0,10.4,5,22,17,1,53.3,37.9,62.3,,63.6,0.3,1,1,35,0.0,0,338,1,43,91.7,310,79.0,267,83.4,61,1,18.3,62,351,182,4.2,8.2,1.13
Phillip Dorsett,9462,WR,NE,15,15.5,0,50.0,36.4,4,11,0,0.0,0,17,19,0,88.3,77.6,65.6,65.7,64.6,0.0,0,0,58,0.2,1,412,0,30,94.2,388,26.0,107,99.5,60,5,73.8,304,403,81,2.7,13.4,1.04
Preston Williams,38855,WR,MIA,8,14.6,0,54.2,47.6,10,21,0,8.6,3,24,17,2,42.0,40.9,67.7,,69.4,0.0,0,3,35,0.0,0,288,3,32,92.7,267,5.2,15,73.3,59,3,94.8,273,428,71,2.2,13.4,1.6
Demarcus Robinson,10760,WR,KC,19,12.4,9,59.3,33.3,2,6,1,12.5,5,20,16,0,41.5,77.9,54.9,67.6,55.6,1.2,7,2,44,0.3,2,596,3,35,89.4,533,21.6,129,94.2,59,4,77.2,460,484,128,3.7,13.8,0.91
Darren Fells,8549,TE,HST,17,5.9,2,69.5,50.0,5,10,0,14.6,7,26,13,0,35.9,78.1,56.6,65.0,60.4,62.6,323,0,24,19.2,99,516,4,41,76.6,395,31.8,164,127.8,59,8,3.1,16,400,191,4.7,9.8,1.01
Noah Fant,42388,TE,DEN,16,9.1,6,67.8,47.1,8,17,2,7.0,3,23,10,1,65.7,30.9,52.0,27.2,61.4,59.9,263,3,75,10.0,44,439,9,40,84.1,369,27.1,119,94.0,59,3,11.4,50,562,331,8.3,14.1,1.52
Geronimo Allison,11141,WR,GB,18,8.5,1,63.8,44.4,4,9,1,11.9,5,17,12,2,56.9,22.5,54.4,48.3,51.9,0.4,2,1,31,0.2,1,496,3,37,91.3,453,75.0,372,81.5,58,2,24.6,122,306,127,3.4,8.3,0.68
Nyheim Hines,48103,HB,IND,16,1.5,7,77.2,16.7,1,6,0,12.0,6,15,14,1,49.2,67.6,63.3,47.6,63.4,1.1,3,0,21,9.9,26,263,0,44,84.8,223,11.8,31,89.8,57,0,14.1,37,320,312,7.1,7.3,1.43
T.J. Hockenson,40912,TE,DET,12,8.6,4,57.1,29.4,5,17,0,3.0,1,19,11,0,78.5,76.8,60.5,35.2,62.1,46.8,161,0,39,9.6,33,344,5,32,83.4,287,42.7,147,88.9,56,2,10.5,36,367,197,6.2,11.5,1.28
Jarius Wright,7118,WR,CAR,16,10.8,1,50.0,25.0,2,8,0,20.0,7,16,5,0,28.3,76.6,47.8,66.1,48.4,0.0,0,5,33,0.2,1,528,1,28,96.4,509,80.5,425,28.6,56,0,19.5,103,296,89,3.2,10.6,0.58
Jaylen Samuels,47297,HB,PIT,14,-0.9,5,83.9,50.0,1,2,1,9.6,5,19,25,1,56.0,65.2,54.4,63.1,55.5,0.4,1,1,27,21.1,60,285,2,47,72.3,206,12.3,35,87.9,56,1,6.7,19,305,372,7.9,6.5,1.48
Marquez Valdes-Scantling,47809,WR,GB,18,16.6,2,49.1,15.4,2,13,0,6.9,2,14,12,0,65.2,76.5,57.0,,56.5,0.3,1,1,74,0.0,0,361,1,27,92.8,335,17.2,62,82.4,55,2,82.5,298,460,159,5.9,17.0,1.37
Allen Lazard,48135,WR,GB,17,14.7,1,69.1,50.0,4,8,0,7.3,3,27,12,0,64.8,78.3,69.5,77.2,69.1,2.2,8,0,43,0.8,3,372,4,38,91.7,341,37.9,141,116.7,55,3,59.7,222,513,149,3.9,13.5,1.5
John Ross,11764,WR,CIN,8,15.3,6,50.9,33.3,2,6,0,20.0,7,22,7,1,29.0,27.9,63.1,62.4,64.2,0.4,1,2,66,0.4,1,275,2,28,94.5,260,25.8,71,85.9,55,3,73.5,202,506,202,7.2,18.1,1.95
Ted Ginn Jr.,3625,WR,NO,17,17.0,0,56.4,10.0,1,10,0,11.4,4,21,20,0,50.6,78.2,56.7,,56.7,0.2,1,2,45,0.0,0,494,0,31,93.9,464,21.9,108,79.3,55,2,77.9,385,439,48,1.5,14.2,0.95
Demaryius Thomas,5547,WR,NYJ,11,10.2,3,65.5,58.3,7,12,1,12.2,5,22,22,0,48.0,78.1,65.9,62.4,67.9,0.0,0,3,47,0.3,1,311,2,36,92.6,288,34.4,107,72.8,55,1,65.6,204,433,176,4.9,12.0,1.5
Kyle Rudolph,6195,TE,MIN,17,7.3,5,81.8,80.0,4,5,0,0.0,0,26,18,0,90.3,79.2,71.0,59.3,76.4,84.9,422,0,32,18.1,90,497,2,45,76.9,382,10.7,53,136.7,55,7,3.4,17,402,218,4.8,8.9,1.05
Chris Thompson,7936,HB,WAS,11,1.7,8,77.8,20.0,1,5,0,2.3,1,16,32,1,83.5,54.7,65.1,54.6,66.1,1.5,4,0,39,10.9,29,265,0,42,83.4,221,6.4,17,95.8,54,0,7.5,20,378,350,8.3,9.0,1.71
Gerald Everett,11799,TE,LA,12,8.2,13,68.5,50.0,4,8,0,2.6,1,22,26,0,81.3,77.7,76.0,44.3,78.9,51.0,152,2,33,11.4,34,298,1,37,83.2,248,14.1,42,87.6,54,2,34.9,104,408,183,4.9,11.0,1.65
Kendrick Bourne,12270,WR,SF,19,9.1,5,67.9,58.3,7,12,0,10.0,4,28,28,0,56.7,77.9,69.8,75.9,71.1,0.6,2,1,30,1.2,4,341,2,36,90.6,309,51.6,176,123.6,53,6,47.5,162,446,146,4.1,12.4,1.44
Jordan Akins,47050,TE,HST,16,7.4,8,67.9,25.0,2,8,0,5.3,2,21,13,0,72.6,77.7,55.1,61.7,56.2,37.4,163,3,53,6.9,30,436,2,36,89.4,390,40.8,178,80.5,53,2,16.7,73,418,252,7.0,11.6,1.07
Willie Snead IV,8999,WR,BLT,17,8.5,4,69.8,50.0,5,10,0,7.5,3,23,3,0,64.3,78.5,58.4,,58.9,0.0,0,3,50,0.0,0,388,4,37,96.9,376,80.9,314,99.2,53,5,19.1,74,395,152,4.1,10.7,1.05
Dawson Knox,35883,TE,BUF,16,9.9,7,54.7,43.8,7,16,0,23.7,9,16,4,0,27.6,76.6,60.2,48.6,55.1,51.9,215,1,49,7.2,30,414,4,29,88.2,365,32.4,134,84.0,53,2,15.5,64,402,156,5.4,13.9,1.1
Adam Humphries,10075,WR,TEN,13,7.3,1,78.8,66.7,6,9,0,2.4,1,23,31,0,83.0,86.4,71.4,69.4,72.2,0.0,0,0,30,0.7,2,296,0,41,93.2,276,84.8,251,111.5,52,2,14.5,43,399,130,3.2,9.7,1.45
Steven Sims,48341,WR,WAS,15,7.7,1,65.4,28.6,2,7,0,10.5,4,18,32,0,53.4,35.1,63.6,,64.7,0.0,0,1,65,0.0,0,229,1,34,93.0,213,77.3,177,99.0,52,4,22.7,52,310,170,5.0,9.1,1.46
Vance McDonald,7836,TE,PIT,14,4.8,5,73.1,45.5,5,11,0,9.5,4,12,25,1,57.7,29.8,45.3,65.7,44.6,85.0,385,2,22,5.7,26,453,4,38,87.0,394,7.1,32,88.1,52,3,7.1,32,273,178,4.7,7.2,0.69
Melvin Gordon III,9448,HB,LAC,12,-0.8,10,80.8,50.0,1,2,0,8.7,4,11,27,1,60.5,33.0,66.0,47.0,50.7,0.0,0,0,25,6.3,15,240,1,42,86.7,208,5.8,14,96.8,52,1,9.6,23,296,322,7.7,7.0,1.42
O.J. Howard,11774,TE,TB,14,10.1,2,65.4,41.7,5,12,0,10.5,4,23,30,1,53.4,28.4,54.7,54.5,58.8,60.6,286,2,33,15.0,71,472,5,34,79.9,377,32.0,151,83.7,52,1,7.2,34,459,158,4.6,13.5,1.22
Jonnu Smith,11855,TE,TEN,19,6.0,14,78.8,66.7,6,9,0,2.4,1,18,31,0,83.0,79.4,70.9,43.5,79.3,66.6,255,1,57,24.0,92,383,5,41,72.8,279,25.1,96,124.2,52,4,6.8,26,498,309,7.5,12.1,1.78
Damien Williams,9205,HB,KC,14,1.4,16,78.8,,0,0,1,4.7,2,15,16,0,75.8,63.7,65.7,67.3,64.2,0.3,1,0,32,12.5,47,375,3,41,79.5,298,6.4,24,116.9,52,4,4.8,18,307,317,7.7,7.5,1.03
Cameron Brate,9207,TE,TB,16,7.4,3,69.2,56.3,9,16,1,5.3,2,21,30,0,67.9,77.6,66.3,56.6,66.1,47.6,151,1,37,2.8,9,317,1,36,91.8,291,35.6,113,102.3,52,4,15.5,49,311,99,2.8,8.6,1.07
Eric Ebron,8645,TE,IND,11,9.7,4,62.0,50.0,6,12,1,13.9,5,20,14,0,33.8,76.8,71.1,59.4,69.4,18.0,42,3,48,3.4,8,233,1,31,90.6,211,61.8,144,80.0,50,3,20.2,47,375,171,5.5,12.1,1.78
Irv Smith Jr.,42060,TE,MIN,18,6.5,2,79.6,66.7,6,9,0,4.9,2,19,18,1,74.4,29.7,64.3,64.3,62.0,50.0,194,0,29,6.4,25,388,1,39,88.4,343,35.1,136,110.0,49,2,14.2,55,350,147,3.8,9.0,1.02
DaeSean Hamilton,45416,WR,DEN,16,8.3,2,58.3,33.3,2,6,0,12.5,4,19,10,0,47.7,76.3,56.4,66.2,54.4,0.2,1,0,28,0.2,1,421,2,28,93.1,392,78.9,332,83.4,48,1,20.2,85,297,132,4.7,10.6,0.76
Taylor Gabriel,9002,WR,CHI,9,11.9,0,60.4,36.4,4,11,0,9.4,3,17,6,0,49.9,77.4,62.0,62.4,61.5,0.0,0,0,53,0.3,1,314,1,29,93.0,292,22.3,70,110.9,48,4,77.7,244,353,82,2.8,12.2,1.21
Royce Freeman,45747,HB,DEN,16,-0.2,7,89.6,33.3,1,3,0,4.4,2,10,10,0,76.8,90.2,65.8,73.7,61.8,0.3,1,0,19,13.7,48,351,0,43,79.2,278,2.6,9,95.8,48,1,14.8,52,256,271,6.3,6.0,0.92
Jamaal Williams,11889,HB,GB,16,-0.6,12,89.4,100.0,2,2,0,2.3,1,16,12,0,83.0,89.8,74.9,87.3,87.0,3.3,9,0,17,15.0,41,274,1,42,79.2,217,4.4,12,125.4,47,5,9.1,25,263,296,7.0,6.3,1.21
Phillip Lindsay,12660,HB,DEN,16,-1.7,6,76.1,50.0,1,2,2,14.6,6,9,10,0,39.3,91.1,71.3,19.5,50.7,0.0,0,0,36,12.4,31,250,2,35,84.4,211,6.8,17,83.2,46,0,10.8,27,196,257,7.3,5.6,0.93
Allen Hurns,8931,WR,MIA,14,11.5,3,69.6,14.3,1,7,0,8.6,3,18,17,1,60.4,26.1,57.0,,57.0,0.2,1,1,27,0.0,0,407,0,32,93.6,381,50.6,206,103.2,46,2,48.6,198,416,93,2.9,13.0,1.09
Devin Singletary,40485,HB,BUF,13,1.4,9,76.1,66.7,2,3,0,12.5,5,9,4,0,45.3,28.3,69.3,52.7,55.8,0.0,0,0,49,16.5,63,381,2,35,79.8,304,9.4,36,104.4,46,2,15.2,58,270,269,7.7,7.7,0.89
Damiere Byrd,9964,WR,ARZ,11,10.0,5,71.1,57.1,4,7,0,3.0,1,16,1,1,79.4,78.5,64.4,,64.0,0.0,0,1,58,0.0,0,326,2,32,96.3,314,5.2,17,92.7,45,1,94.5,308,359,152,4.8,11.2,1.14
Dare Ogunbowale,12329,HB,TB,16,2.6,4,77.8,0.0,0,2,0,5.4,2,14,30,1,70.8,26.3,60.3,51.3,62.6,0.3,1,3,21,24.6,77,313,0,35,71.2,223,2.9,9,65.4,45,0,7.3,23,286,209,6.0,8.2,1.28
Nick Chubb,45783,HB,CLV,16,-0.9,13,80.0,0.0,0,2,0,7.7,3,13,8,1,64.8,68.7,88.7,77.8,56.5,0.0,0,0,32,17.7,68,384,1,36,76.3,293,2.9,11,92.4,45,0,8.3,32,278,320,8.9,7.7,0.95
Todd Gurley II,9443,HB,LA,15,0.6,4,68.9,60.0,3,5,0,16.2,6,8,26,0,29.7,47.0,67.0,70.6,34.8,0.0,0,0,23,21.7,115,529,0,31,73.9,391,12.3,65,93.5,45,2,5.9,31,207,195,6.3,6.7,0.53
Hayden Hurst,47294,TE,BLT,17,9.8,2,77.3,50.0,3,6,0,2.9,1,19,3,0,89.7,77.4,73.1,72.1,77.3,24.3,63,0,61,1.5,4,259,0,34,93.8,243,53.7,139,127.3,44,3,18.9,49,402,170,5.0,11.8,1.65
Olabisi Johnson,47882,WR,MIN,17,9.9,1,75.0,60.0,3,5,1,5.7,2,17,18,0,70.8,78.3,63.7,66.2,62.0,0.0,0,0,23,0.3,1,341,2,33,94.1,321,42.2,144,116.8,44,3,57.5,196,311,76,2.3,9.4,0.97
Trey Quinn,38276,WR,WAS,12,7.0,2,59.1,28.6,2,7,0,3.7,1,10,32,1,75.5,46.8,54.1,68.2,52.8,0.3,1,2,19,0.6,2,315,1,26,93.7,295,77.8,245,58.4,44,1,21.9,69,195,63,2.4,7.5,0.66
Greg Ward,12258,WR,PHI,7,7.6,2,70.5,37.5,3,8,0,3.1,1,20,24,0,68.8,84.1,73.1,,71.3,0.0,0,0,38,0.0,0,240,0,31,95.0,228,61.3,147,94.7,44,1,38.3,92,278,113,3.6,9.0,1.22
Chris Carson,12004,HB,SEA,15,-0.9,12,84.1,,0,0,0,7.5,3,10,29,1,64.8,29.3,77.9,52.6,61.6,0.0,0,0,21,18.6,75,403,0,37,76.2,307,6.5,26,107.0,44,2,4.2,17,266,322,8.7,7.2,0.87
Nick Boyle,9604,TE,BLT,17,6.9,1,70.5,22.2,2,9,1,6.1,2,13,3,0,69.0,76.8,73.1,68.9,65.0,63.2,191,1,35,19.5,59,302,8,31,76.5,231,25.5,77,96.9,44,2,5.3,16,321,159,5.1,10.4,1.39
Blake Jarwin,12320,TE,DAL,16,10.0,3,72.1,40.0,4,10,0,3.1,1,17,9,1,77.8,27.5,61.4,76.5,66.6,50.2,119,2,42,10.1,24,237,1,31,84.8,201,38.8,92,101.4,43,3,10.5,25,365,157,5.1,11.8,1.82
Latavius Murray,7962,HB,NO,17,-1.3,14,81.4,100.0,1,1,1,7.9,3,11,20,0,63.6,90.4,73.9,64.0,69.4,0.0,0,1,30,19.3,52,270,1,35,75.6,204,1.9,5,87.9,43,1,1.1,3,239,302,8.6,6.8,1.17
David Johnson,9519,HB,ARZ,13,3.5,5,83.7,100.0,4,4,0,2.7,1,17,1,1,80.4,69.3,72.2,64.3,74.5,0.7,2,1,31,18.2,54,297,0,36,78.1,232,21.9,65,123.8,43,4,5.7,17,370,233,6.5,10.3,1.59
Kelvin Harmon,47931,WR,WAS,16,11.8,3,69.8,61.1,11,18,0,0.0,0,16,32,0,87.6,76.7,63.9,70.0,64.6,1.6,5,2,30,1.3,4,315,2,30,92.1,290,22.9,72,76.2,43,0,75.6,238,365,98,3.3,12.2,1.26
Kareem Hunt,11841,HB,CLV,8,0.7,15,86.0,66.7,2,3,0,2.6,1,17,8,0,81.8,56.5,76.7,84.5,83.4,0.5,1,0,29,5.0,11,218,0,37,87.2,190,22.5,49,102.0,43,1,13.3,29,285,283,7.6,7.7,1.5
Zay Jones,11792,WR,OAK,15,11.3,0,62.8,50.0,2,4,0,0.0,0,10,23,0,86.5,76.2,53.7,44.9,52.1,0.0,0,2,23,0.5,2,394,0,27,93.9,370,34.8,137,56.0,43,0,65.2,257,216,78,2.9,8.0,0.58
Isaiah McKenzie,11927,WR,BUF,16,4.4,5,72.1,0.0,0,3,0,6.1,2,13,4,0,68.1,80.5,69.8,,67.4,0.0,0,0,46,0.0,0,260,1,31,96.2,250,52.7,137,96.8,43,1,46.9,122,277,237,7.6,8.9,1.11
Josh Gordon,7618,WR,SEA,11,11.0,4,62.8,60.0,6,10,0,10.0,3,16,29,0,54.9,76.4,63.7,,66.1,0.0,0,0,58,0.0,0,316,2,27,94.6,299,15.5,49,103.4,43,1,84.5,267,426,154,5.7,15.8,1.42
Giovani Bernard,7818,HB,CIN,16,0.0,5,71.4,33.3,1,3,0,9.1,3,7,7,2,59.5,30.5,51.8,76.1,36.5,0.0,0,1,35,26.3,100,380,0,30,68.9,262,7.1,27,74.9,42,0,7.9,30,234,220,7.3,7.8,0.89
Mecole Hardman,42683,WR,KC,19,9.2,8,71.4,66.7,4,6,1,3.2,1,19,16,0,79.4,47.2,68.1,,68.7,0.8,3,0,83,0.0,0,377,1,30,88.3,333,50.1,189,153.3,42,6,48.5,183,567,332,11.1,18.9,1.7
Jalen Richard,11395,HB,OAK,16,1.7,1,85.7,100.0,2,2,0,2.7,1,15,23,1,80.4,62.0,66.1,69.8,68.0,0.0,0,0,33,16.3,41,252,0,36,81.0,204,4.0,10,98.7,42,0,7.5,19,323,249,6.9,9.0,1.58
Joe Mixon,11803,HB,CIN,16,-0.3,9,83.3,66.7,2,3,0,5.4,2,14,7,0,72.0,86.7,75.3,64.6,68.3,0.0,0,0,33,23.5,78,332,3,35,72.6,241,3.3,11,118.9,42,3,9.0,30,287,333,9.5,8.2,1.19
Kaden Smith,40973,TE,NYG,9,5.9,2,75.6,42.9,3,7,0,6.1,2,12,21,2,68.4,20.6,54.5,56.2,56.0,70.8,196,0,32,8.7,24,277,2,31,86.6,240,20.6,57,116.7,41,3,6.9,19,268,92,3.0,8.6,1.12
Paul Richardson Jr.,8680,WR,WAS,10,10.1,1,68.3,16.7,1,6,0,6.7,2,13,32,0,66.0,76.1,59.7,,58.8,0.0,0,2,22,0.0,0,280,0,28,92.9,260,23.2,65,79.8,41,2,76.8,215,245,49,1.8,8.8,0.94
KeeSean Johnson,39587,WR,ARZ,10,10.2,1,52.5,16.7,1,6,0,12.5,3,10,1,1,50.8,25.6,53.5,,53.4,0.0,0,1,31,0.0,0,256,2,21,94.1,241,5.1,13,63.2,40,1,94.9,243,187,49,2.3,8.9,0.78
Jeremy Sprinkle,11909,TE,WAS,16,6.8,2,65.0,28.6,2,7,1,7.1,2,13,32,1,64.1,26.2,49.8,68.5,50.0,68.1,256,2,23,13.3,50,376,7,26,80.9,304,16.8,63,68.9,40,1,14.6,55,241,100,3.8,9.3,0.79
Jakobi Meyers,47468,WR,NE,15,10.8,5,65.0,70.0,7,10,0,10.3,3,17,19,0,55.9,76.1,64.7,,67.0,0.0,0,1,35,0.0,0,292,2,26,92.8,271,59.6,174,83.2,40,0,39.0,114,359,119,4.6,13.8,1.32
DeAndre Washington,10777,HB,OAK,16,1.1,6,92.3,100.0,1,1,0,5.3,2,10,23,0,71.4,89.4,76.5,77.2,80.8,0.0,0,0,28,13.9,21,151,0,36,84.1,127,0.0,0,97.9,39,0,6.6,10,292,256,7.1,8.1,2.3
Josh Reynolds,11872,WR,LA,16,11.4,7,53.8,27.3,3,11,0,8.7,2,15,26,0,61.3,76.7,65.9,75.6,65.6,0.7,2,1,31,1.4,4,290,1,21,91.0,264,31.7,92,79.6,39,1,67.6,196,326,143,6.8,15.5,1.23
Cody Latimer,8691,WR,NYG,15,12.5,1,61.5,45.5,5,11,1,7.7,2,19,21,0,63.2,83.0,68.4,,67.5,0.4,1,1,43,0.0,0,268,3,24,93.7,251,19.8,53,91.8,39,2,79.9,214,300,76,3.2,12.5,1.2
Ryan Griffin,7982,TE,NYJ,13,5.3,1,87.2,66.7,4,6,0,5.6,2,19,22,0,62.9,77.4,61.9,63.5,63.4,65.0,268,0,45,25.5,105,412,2,34,69.2,285,17.5,72,140.4,39,5,15.5,64,320,184,5.4,9.4,1.12
J.D. McKissic,11047,HB,DET,16,0.3,5,87.2,33.3,1,3,0,0.0,0,7,11,0,89.7,83.8,72.4,54.1,78.1,0.0,0,0,26,10.5,20,191,1,34,80.6,154,15.7,30,100.1,39,1,22.0,42,233,239,7.0,6.9,1.51
Javon Wims,41406,WR,CHI,16,11.9,0,47.4,33.3,2,6,0,14.3,3,9,6,0,43.3,73.9,52.0,70.4,50.5,1.6,5,2,37,0.7,2,305,3,18,94.4,288,21.3,65,48.8,38,1,77.0,235,186,47,2.6,10.3,0.65
Ronald Jones,34001,HB,TB,16,0.5,7,81.6,33.3,1,3,0,3.1,1,12,30,1,68.8,47.4,67.6,38.4,59.8,0.0,0,1,41,22.5,51,227,1,31,74.9,170,2.6,6,89.6,38,0,3.5,8,309,300,9.7,10.0,1.82
Rex Burkhead,7971,HB,NE,14,2.7,3,78.9,33.3,1,3,1,3.2,1,11,19,1,77.8,63.2,69.8,69.2,67.2,1.6,3,0,32,10.7,20,187,1,30,85.0,159,9.1,17,100.8,38,0,17.6,33,311,273,9.1,10.4,1.96
Tajae Sharpe,10774,WR,TEN,18,14.9,0,68.4,50.0,4,8,0,0.0,0,21,31,0,86.1,75.7,72.3,71.3,72.3,0.0,0,1,47,0.7,2,280,1,26,93.2,261,30.4,85,120.0,38,4,69.6,195,335,62,2.4,12.9,1.28
James Conner,11860,HB,PIT,10,-1.6,19,89.5,100.0,1,1,0,2.9,1,14,25,0,79.6,72.7,73.6,43.4,89.8,0.0,0,0,26,14.9,29,195,0,34,78.5,153,4.1,8,120.5,38,3,4.1,8,251,300,8.8,7.4,1.64
David Moore,11981,WR,SEA,16,15.7,7,50.0,22.2,2,9,0,5.0,1,16,29,1,70.5,46.6,67.4,,67.6,0.0,0,1,60,0.0,0,246,3,19,93.1,229,26.4,65,89.6,38,2,73.6,181,358,170,8.9,18.8,1.56
Seth Roberts,9079,WR,BLT,17,11.1,3,63.9,71.4,5,7,2,8.0,2,19,3,0,61.5,75.1,63.5,,63.2,0.0,0,1,33,0.0,0,323,3,23,96.0,310,12.7,41,97.1,36,2,87.3,282,301,72,3.1,13.1,0.97
C.J. Uzomah,9590,TE,CIN,16,4.4,2,75.0,25.0,1,4,0,6.9,2,12,7,0,65.0,75.9,49.4,55.8,52.6,75.7,256,0,36,21.9,74,338,1,27,75.1,254,10.4,35,111.1,36,2,10.7,36,242,130,4.8,9.0,0.95
Keelan Cole,51593,WR,JAX,16,12.1,0,66.7,66.7,4,6,0,4.0,1,19,15,0,62.3,77.2,66.5,,68.2,0.4,1,1,55,0.0,0,275,2,24,93.8,258,52.0,143,115.6,36,3,47.6,131,361,105,4.4,15.0,1.4
Isaiah Ford,11991,WR,MIA,8,8.2,3,65.7,54.5,6,11,0,8.0,2,16,17,0,61.5,75.8,68.9,39.9,67.8,0.6,1,2,28,0.0,0,159,0,23,93.1,148,35.8,57,62.1,35,0,63.5,101,244,86,3.7,10.6,1.65
Josh Hill,8200,TE,NO,17,5.0,2,77.1,50.0,2,4,0,3.6,1,13,20,0,76.7,76.3,67.6,66.4,61.3,64.8,223,0,29,26.5,91,344,4,27,69.2,238,14.8,51,122.2,35,3,16.0,55,229,160,5.9,8.5,0.96
Keke Coutee,47698,WR,HST,9,7.6,3,62.9,0.0,0,2,0,12.0,3,10,13,1,40.4,26.0,53.1,,52.3,0.4,1,2,51,0.0,0,243,0,22,94.7,230,72.0,175,60.9,35,0,27.2,66,254,138,6.3,11.5,1.1
Jakeem Grant,10820,WR,MIA,10,12.1,1,57.6,50.0,1,2,1,9.5,2,9,17,0,59.2,84.1,62.1,,64.4,0.6,1,2,18,0.0,0,159,2,19,93.1,148,40.3,64,45.5,33,0,57.2,91,164,93,4.9,8.6,1.11
David Montgomery,45719,HB,CHI,16,2.6,8,75.8,40.0,2,5,0,7.4,2,7,6,0,65.0,72.5,66.6,78.6,65.8,0.6,2,0,30,23.9,79,331,1,25,72.2,239,1.5,5,98.7,33,1,3.3,11,185,168,6.7,7.4,0.77
Pharoh Cooper,10751,WR,ARZ,13,9.3,2,75.8,57.1,4,7,1,7.4,2,10,1,0,65.2,89.0,70.3,65.6,69.4,0.0,0,0,28,0.6,1,167,1,25,89.2,149,91.0,152,106.0,33,1,7.8,13,243,79,3.2,9.7,1.63
Marcus Johnson,11074,WR,IND,8,17.3,0,53.1,62.5,5,8,0,19.0,4,12,14,0,30.0,74.2,59.8,,59.0,0.0,0,0,50,0.0,0,249,1,17,94.8,236,12.4,31,103.3,32,2,87.6,218,277,43,2.5,16.3,1.17
LeSean McCoy,4976,HB,KC,14,-1.7,3,87.5,,0,0,0,3.4,1,6,16,1,76.1,29.7,65.0,63.0,56.7,0.0,0,0,23,8.7,16,183,1,28,79.8,146,8.7,16,100.7,32,1,6.6,12,181,245,8.8,6.5,1.24
Dion Lewis,6301,HB,TEN,19,-0.8,4,84.4,0.0,0,1,1,10.0,3,8,31,0,54.9,57.4,59.8,65.4,49.1,0.0,0,0,24,32.4,109,336,1,27,63.7,214,8.9,30,100.3,32,1,3.3,11,178,210,7.8,6.6,0.83
Ty Johnson,45769,HB,DET,16,1.7,2,77.4,66.7,2,3,0,7.7,2,4,11,1,62.3,60.7,51.2,25.8,41.3,0.0,0,0,13,15.5,37,239,0,24,78.7,188,5.9,14,81.3,31,0,11.7,28,109,98,4.1,4.5,0.58
N'Keal Harry,48297,WR,NE,8,11.6,4,45.2,33.3,3,9,1,17.6,3,9,19,0,38.1,75.5,65.1,,62.8,0.0,0,1,18,0.0,0,162,1,14,92.0,149,11.7,19,64.7,31,2,87.7,142,126,48,3.4,9.0,0.85
Bennie Fowler,8914,WR,NYG,8,10.8,0,74.2,70.0,7,10,0,8.0,2,12,21,0,63.2,75.8,60.6,,60.2,0.8,2,1,17,0.0,0,247,2,23,93.1,230,19.0,47,76.4,31,0,80.2,198,193,31,1.3,8.4,0.84
Tim Patrick,12087,WR,DEN,8,10.7,1,53.3,66.7,4,6,0,5.9,1,14,10,0,67.7,74.2,66.7,72.2,65.9,1.5,3,1,38,0.5,1,203,1,16,91.1,185,28.1,57,62.9,30,0,70.4,143,218,40,2.5,13.6,1.18
Mark Ingram II,6180,HB,BLT,16,1.2,5,90.0,100.0,1,1,0,3.6,1,16,3,0,76.9,68.8,78.7,80.2,78.0,0.0,0,0,25,23.0,56,243,1,27,73.3,178,5.3,13,141.8,30,5,12.8,31,256,236,8.7,9.5,1.44
Delanie Walker,3120,TE,TEN,7,7.8,2,70.0,25.0,1,4,0,4.5,1,11,31,1,72.1,25.0,64.0,23.3,66.2,32.3,51,1,29,3.2,5,158,1,21,89.9,142,46.2,73,98.6,30,2,20.3,32,215,70,3.3,10.2,1.51
Tevin Coleman,9506,HB,SF,17,-1.2,1,75.9,50.0,1,2,1,8.3,2,9,28,0,62.3,90.5,71.5,60.9,63.0,0.0,0,1,37,20.7,50,242,1,22,74.4,180,5.8,14,88.7,29,1,7.0,17,183,207,9.4,8.3,1.02
Vyncint Smith,66957,WR,NYJ,13,11.9,2,58.6,33.3,2,6,0,10.5,2,11,22,0,57.1,21.7,62.4,,62.6,0.0,0,3,37,0.0,0,183,0,17,92.9,170,25.7,47,43.7,29,0,74.3,136,225,109,6.4,13.2,1.32
Boston Scott,39462,HB,PHI,8,-1.7,8,93.1,,0,0,0,3.6,1,11,24,1,75.5,28.9,69.6,59.6,85.3,0.0,0,0,39,13.6,16,118,0,27,83.1,98,15.3,18,99.3,29,0,2.5,3,227,302,11.2,8.4,2.32
